gene_id	log2(fold_change)	q_value	p_value	significant	value_1	value_2
YBR091C	0.0106274	0.879062	0.85635	no	130.323	131.287
YBR092C	-2.75027	9.44412e-05	5e-05	yes	210.116	31.2281
YBR093C	-2.29047	9.44412e-05	5e-05	yes	187.833	38.3946
YBR094W	-0.274424	9.44412e-05	5e-05	yes	24.4788	20.2386
YBR095C	0.107404	0.0245143	0.017	yes	37.2081	40.0838
YBR096W	0.244882	9.44412e-05	5e-05	yes	126.807	150.266
YBR097W	-0.191258	0.00018467	0.0001	yes	8.40058	7.35758
YBR098W	0.240537	9.44412e-05	5e-05	yes	12.0797	14.2713
YBR099C	0.548402	0.0686859	0.05095	no	9.01925	13.1903
YBR101C	-0.265533	9.44412e-05	5e-05	yes	137.74	114.585
YBR102C	0.0419386	0.406834	0.35465	no	20.6667	21.2763
YBR103C-A	1.18929	1	1	no	6.50745	14.8396
YBR103W	0.357475	9.44412e-05	5e-05	yes	40.2194	51.5283
YBR104W	-0.502147	9.44412e-05	5e-05	yes	58.1245	41.0391
YBR105C	0.190466	9.44412e-05	5e-05	yes	93.7	106.924
YBR106W	-0.0502927	0.33729	0.2882	no	1807.34	1745.43
YBR107C	0.00473291	0.936228	0.92535	no	48.6416	48.8014
YBR108W	-0.0948225	0.0399419	0.0287	yes	37.1904	34.8246
YBR109C	0.259106	9.44412e-05	5e-05	yes	823.126	985.065
YBR109W-A	-1.43903	9.44412e-05	5e-05	yes	39.4307	14.5426
YBR110W	0.052312	0.263079	0.2194	no	65.0496	67.4515
YBR111C	0.2761	9.44412e-05	5e-05	yes	333.117	403.377
YBR111W-A	0.43046	9.44412e-05	5e-05	yes	202.363	272.717
YBR112C	-0.467345	9.44412e-05	5e-05	yes	116.468	84.2403
YBR113W	-1.30564	0.0023195	0.0014	yes	22.1488	8.96011
YBR114W	0.181599	0.00018467	0.0001	yes	31.1387	35.3157
YBR115C	-0.423921	9.44412e-05	5e-05	yes	39.2645	29.2676
YBR116C	0.304568	0.228899	0.1882	no	4.23713	5.23306
YBR117C	-0.369475	9.44412e-05	5e-05	yes	8.79324	6.80653
YBR118W	0	1	1	no	0	0
YBR119W	-0.0357143	0.496569	0.4432	no	45.2552	44.1487
YBR120C	-0.106133	0.0904089	0.06875	no	57.6143	53.528
YBR121C	-0.492976	9.44412e-05	5e-05	yes	348.371	247.538
YBR121C-A	-0.896039	1	1	no	438.744	235.763
YBR122C	0.0201413	0.697056	0.65315	no	129.464	131.284
YBR123C	0.12618	0.00657859	0.0042	yes	32.4374	35.4021
YBR124W	-0.181126	0.649096	0.60315	no	7.67111	6.76603
YBR125C	-0.22582	9.44412e-05	5e-05	yes	68.1737	58.2959
YBR126C	-0.303757	9.44412e-05	5e-05	yes	822.886	666.653
YBR126W-A	-0.126963	0.0203585	0.01395	yes	6153.03	5634.68
YBR126W-B	0.0804537	0.499582	0.4465	no	5720.94	6049.04
YBR127C	-0.205121	9.44412e-05	5e-05	yes	478.684	415.242
YBR128C	0.109944	0.0875344	0.06635	no	17.0481	18.3981
YBR129C	0.0914459	0.0561904	0.0412	no	54.1205	57.662
YBR130C	-0.101657	0.0290711	0.0204	yes	66.6268	62.0937
YBR131C-A	-0.039619	0.967389	0.9631	no	5.49476	5.34591
YBR131W	-0.094486	0.139041	0.1096	no	8.35896	7.82905
YBR132C	0.110681	0.0161269	0.0109	yes	38.8206	41.9161
YBR133C	-0.211684	9.44412e-05	5e-05	yes	29.3079	25.3082
YBR134W	-0.467769	0.316957	0.2685	no	4.80312	3.47305
YBR135W	-0.0373563	0.46109	0.40815	no	209.318	203.967
YBR136W	0.15012	0.00160195	0.00095	yes	5.17396	5.74134
YBR137W	0.163394	0.00215875	0.0013	yes	73.1209	81.8895
YBR138C	0.202746	9.44412e-05	5e-05	yes	16.5505	19.0478
YBR139W	0.0416476	0.376564	0.3255	no	126.666	130.375
YBR140C	-0.13377	0.00262889	0.0016	yes	14.336	13.0665
YBR141C	0.0493191	0.455776	0.40275	no	19.1726	19.8393
YBR141W-A	-0.824827	0.182927	0.14755	no	240.122	135.561
YBR142W	-0.960285	9.44412e-05	5e-05	yes	26.5516	13.6463
YBR143C	-0.556106	9.44412e-05	5e-05	yes	334.138	227.259
YBR144C	-0.0792801	0.753026	0.71515	no	3.62113	3.4275
YBR145W	-0.347007	9.44412e-05	5e-05	yes	248.694	195.527
YBR146W	-0.490306	9.44412e-05	5e-05	yes	136.03	96.8364
YBR147W	0.600723	9.44412e-05	5e-05	yes	22.5988	34.2706
YBR148W	0.912279	9.44412e-05	5e-05	yes	3.25681	6.12937
YBR149W	-0.200047	9.44412e-05	5e-05	yes	421.505	366.929
YBR150C	0.258206	9.44412e-05	5e-05	yes	20.8793	24.9714
YBR151W	-0.292007	9.44412e-05	5e-05	yes	218.596	178.542
YBR152W	-0.116262	0.0703225	0.05225	no	22.5066	20.764
YBR153W	0.0682301	0.177103	0.1425	no	65.1221	68.2759
YBR154C	-0.489201	9.44412e-05	5e-05	yes	182.114	129.742
YBR155W	-0.179342	0.00018467	0.0001	yes	62.5439	55.2329
YBR156C	0.392288	9.44412e-05	5e-05	yes	9.79655	12.8577
YBR157C	-0.44053	9.44412e-05	5e-05	yes	61.4651	45.2914
YBR158W	-0.670751	9.44412e-05	5e-05	yes	129.152	81.1308
YBR159W	0.119782	0.00716737	0.0046	yes	221.48	240.654
YBR160W	0.182015	9.44412e-05	5e-05	yes	103.614	117.546
YBR161W	-0.306095	9.44412e-05	5e-05	yes	39.3696	31.8433
YBR162C	0.265504	9.44412e-05	5e-05	yes	725.826	872.484
YBR162W-A	0.636175	9.44412e-05	5e-05	yes	2059.03	3200.16
YBR163W	0.0723858	0.13008	0.1019	no	32.859	34.5497
YBR164C	0.0278685	0.56405	0.513	no	231.049	235.556
YBR165W	0.114993	0.0230867	0.01595	yes	47.0017	50.9015
YBR166C	-0.123874	0.00884959	0.00575	yes	50.7905	46.6114
YBR167C	0.269935	9.44412e-05	5e-05	yes	109.178	131.642
YBR168W	0.413245	9.44412e-05	5e-05	yes	21.8604	29.111
YBR169C	-0.0913872	0.0521334	0.03805	no	45.7012	42.8961
YBR170C	-0.172778	0.00018467	0.0001	yes	58.8467	52.2049
YBR171W	0.250622	9.44412e-05	5e-05	yes	154.454	183.757
YBR172C	-0.511745	9.44412e-05	5e-05	yes	51.2038	35.913
YBR173C	0.0942079	0.0423902	0.03055	yes	591.406	631.314
YBR174C	-1.04771	0.00605211	0.00385	yes	18.715	9.05307
YBR175W	0.182461	0.00018467	0.0001	yes	52.7208	59.8286
YBR176W	-0.126669	0.0161862	0.01095	yes	35.9367	32.916
YBR177C	0.272549	9.44412e-05	5e-05	yes	112.524	135.922
YBR178W	0.19863	0.650334	0.6044	no	10.4928	12.0416
YBR179C	0.0864183	0.0660448	0.0489	no	20.0469	21.2845
YBR180W	-0.736983	9.44412e-05	5e-05	yes	2.8718	1.72306
YBR181C	-0.42527	9.44412e-05	5e-05	yes	2158.51	1607.44
YBR182C	-0.183753	0.0155067	0.01045	yes	8.86051	7.80087
YBR182C-A	0.766217	0.00127754	0.00075	yes	11.6967	19.8939
YBR183W	0.587569	9.44412e-05	5e-05	yes	70.9813	106.665
YBR184W	0.83942	9.44412e-05	5e-05	yes	1.80837	3.23576
YBR185C	-0.160864	0.00103333	0.0006	yes	51.0511	45.6647
YBR186W	-0.111702	0.162115	0.12935	no	6.08518	5.63181
YBR187W	-0.486201	9.44412e-05	5e-05	yes	299.442	213.773
YBR188C	0.297303	9.44412e-05	5e-05	yes	81.6371	100.319
YBR189W	-0.478489	9.44412e-05	5e-05	yes	4176.46	2997.57
YBR190W	-0.330309	0.866893	0.8437	no	17.6136	14.0093
YBR191W	-0.406756	9.44412e-05	5e-05	yes	5668.97	4276.2
YBR191W-A	-0.0019854	0.990361	0.98915	no	2242.72	2239.63
YBR192W	-0.197323	9.44412e-05	5e-05	yes	44.918	39.176
YBR193C	0.000503142	0.990609	0.9897	no	74.6258	74.6518
YBR194W	0.160845	0.0265137	0.0185	yes	60.3844	67.5062
YBR195C	-0.204835	0.00018467	0.0001	yes	23.7575	20.6129
YBR196C	-0.651529	9.44412e-05	5e-05	yes	1713.45	1090.79
YBR196C-A	-0.133242	0.561278	0.51005	no	55.1347	50.2707
YBR196C-B	-0.469114	0.00515977	0.00325	yes	500.255	361.389
YBR197C	-0.306134	9.44412e-05	5e-05	yes	68.6111	55.4931
YBR198C	0.0454169	0.332502	0.2836	no	71.7991	74.0954
YBR199W	0.326493	9.44412e-05	5e-05	yes	198.885	249.394
YBR200W	0.13547	0.0040188	0.0025	yes	37.1554	40.8134
YBR200W-A	1.04361	0.00409515	0.00255	yes	9.32034	19.2127
YBR201C-A	0.606036	9.44412e-05	5e-05	yes	345.207	525.43
YBR201W	0.317221	9.44412e-05	5e-05	yes	70.0265	87.248
YBR202W	0.366391	9.44412e-05	5e-05	yes	35.9366	46.3267
YBR203W	0.349367	9.44412e-05	5e-05	yes	31.1829	39.727
YBR204C	0.0187137	0.717695	0.6759	no	52.1776	52.8588
YBR205W	-0.113013	0.0466919	0.0339	yes	118.192	109.287
YBR206W	0.320352	0.00018467	0.0001	yes	355.49	443.877
YBR207W	0.459358	9.44412e-05	5e-05	yes	106.357	146.234
YBR208C	-0.155979	0.000360088	0.0002	yes	20.4844	18.3852
YBR209W	1.35412	9.44412e-05	5e-05	yes	11.6518	29.7868
YBR210W	0.27865	9.44412e-05	5e-05	yes	99.7537	121.007
YBR211C	0.0728212	0.133134	0.1047	no	55.1201	57.9737
YBR212W	0.351669	9.44412e-05	5e-05	yes	134.226	171.277
YBR213W	0.410585	9.44412e-05	5e-05	yes	25.7337	34.2059
YBR214W	-0.129755	0.00530565	0.00335	yes	215.732	197.176
YBR215W	0.141214	0.00239446	0.00145	yes	27.5028	30.331
YBR216C	-0.143395	0.00356193	0.0022	yes	22.6901	20.5433
YBR217W	0.0689097	0.321098	0.27245	no	35.8658	37.6204
YBR218C	-0.429768	9.44412e-05	5e-05	yes	119.783	88.9246
YBR219C	0.129457	0.349036	0.29925	no	96.4569	105.512
YBR220C	-0.225305	9.44412e-05	5e-05	yes	44.9574	38.4572
YBR221C	-0.011322	0.824965	0.7952	no	444.403	440.929
YBR221W-A	0.69752	1	1	no	10.7519	17.4365
YBR222C	-0.187746	9.44412e-05	5e-05	yes	128.848	113.126
YBR223C	0.0411853	0.639869	0.5935	no	27.0259	27.8086
YBR223W-A	0.350678	0.259741	0.2161	no	670.255	854.682
YBR224W	-0.501584	0.307554	0.2595	no	4.03042	2.84681
YBR225W	0.252469	0.000360088	0.0002	yes	18.2768	21.7722
YBR226C	0.95036	9.44412e-05	5e-05	yes	22.822	44.1003
YBR227C	0.166221	0.00018467	0.0001	yes	48.2476	54.1394
YBR228W	0.151007	0.00184112	0.0011	yes	42.2521	46.9143
YBR229C	-0.11356	0.0124082	0.00825	yes	38.5121	35.5969
YBR230C	0.621445	9.44412e-05	5e-05	yes	603.044	927.733
YBR230W-A	1.55622	9.44412e-05	5e-05	yes	1019.99	2999.59
YBR231C	0.562847	9.44412e-05	5e-05	yes	67.3335	99.4638
YBR232C	-0.163508	0.392195	0.34075	no	30.4852	27.2188
YBR233W	0.471429	9.44412e-05	5e-05	yes	28.9542	40.1446
YBR233W-A	0.0516506	0.464515	0.41175	no	151.581	157.107
YBR234C	0.211025	9.44412e-05	5e-05	yes	238.93	276.564
YBR235W	-0.0688839	0.135344	0.1065	no	28.6646	27.3281
YBR236C	0.11922	0.0101369	0.00665	yes	49.8134	54.1048
YBR237W	0.261001	9.44412e-05	5e-05	yes	23.0531	27.6247
YBR238C	-1.80787	9.44412e-05	5e-05	yes	31.617	9.03022
YBR239C	-0.493673	9.44412e-05	5e-05	yes	23.7908	16.8966
YBR240C	0.501028	9.44412e-05	5e-05	yes	7.12936	10.0896
YBR241C	1.12108	9.44412e-05	5e-05	yes	46.7917	101.777
YBR242W	-0.225062	9.44412e-05	5e-05	yes	82.0312	70.1824
YBR243C	-0.0169943	0.73011	0.69015	no	62.9128	62.1761
YBR244W	-2.62934	9.44412e-05	5e-05	yes	178.42	28.836
YBR245C	-0.0301991	0.529158	0.47625	no	31.6074	30.9527
YBR246W	-0.139492	0.00168236	0.001	yes	83.655	75.9453
YBR247C	-1.14843	9.44412e-05	5e-05	yes	31.5689	14.2412
YBR248C	-0.35216	9.44412e-05	5e-05	yes	95.6204	74.91
YBR249C	-0.481395	9.44412e-05	5e-05	yes	620.005	444.1
YBR250W	0.279973	0.0254732	0.0177	yes	1.48184	1.79921
YBR251W	-0.142852	0.00224007	0.00135	yes	64.3931	58.3226
YBR252W	-0.487716	9.44412e-05	5e-05	yes	326.244	232.662
YBR253W	0.337057	9.44412e-05	5e-05	yes	242.68	306.547
YBR254C	-0.232469	9.44412e-05	5e-05	yes	75.6533	64.3944
YBR255C-A	0.549185	9.44412e-05	5e-05	yes	144.089	210.839
YBR255W	0.0378259	0.432066	0.37975	no	32.785	33.656
YBR256C	0.204973	9.44412e-05	5e-05	yes	233.935	269.648
YBR257W	0.268749	9.44412e-05	5e-05	yes	31.5136	37.9664
YBR258C	0.450422	9.44412e-05	5e-05	yes	57.6562	78.7838
YBR259W	0.011057	0.854906	0.82955	no	11.8285	11.9195
YBR260C	-0.0406386	0.416869	0.3647	no	27.5742	26.8083
YBR261C	-0.413637	9.44412e-05	5e-05	yes	225.659	169.408
YBR262C	0.0342193	0.498858	0.4457	no	366.712	375.514
YBR263W	-0.215929	9.44412e-05	5e-05	yes	233.198	200.781
YBR264C	0.132468	0.00325747	0.002	yes	131.54	144.19
YBR265W	0.00482389	0.929009	0.9158	no	163.981	164.53
YBR266C	inf	1	1	no	0	0.0375774
YBR267W	-1.34815	9.44412e-05	5e-05	yes	44.0077	17.286
YBR268W	-0.155579	0.00078492	0.00045	yes	582.32	522.791
YBR269C	0.59649	9.44412e-05	5e-05	yes	219.98	332.617
YBR270C	0.0826462	0.136699	0.10765	no	15.4487	16.3596
YBR271W	-0.685112	9.44412e-05	5e-05	yes	26.4062	16.4236
YBR272C	0.0052305	0.926126	0.91225	no	25.4137	25.506
YBR273C	-0.106295	0.0202306	0.01385	yes	86.9943	80.8152
YBR274W	-0.15063	0.00135741	0.0008	yes	26.6468	24.0049
YBR275C	0.291625	9.44412e-05	5e-05	yes	9.9584	12.1893
YBR276C	0.00746441	0.883578	0.8621	no	52.083	52.3532
YBR277C	0.0790754	0.758269	0.7221	no	11.5933	12.2465
YBR278W	0.133478	0.0122022	0.0081	yes	70.818	77.6828
YBR279W	0.0386467	0.414763	0.36245	no	92.7583	95.2766
YBR280C	-0.142881	0.00247203	0.0015	yes	30.4612	27.589
YBR281C	0.1832	9.44412e-05	5e-05	yes	24.7599	28.1124
YBR282W	-0.299845	9.44412e-05	5e-05	yes	125.607	102.036
YBR283C	-0.0899035	0.0584431	0.04295	no	293.902	276.146
YBR284W	-0.0392121	0.56456	0.51355	no	6.76	6.57874
YBR285W	-0.272984	0.000360088	0.0002	yes	46.145	38.1899
YBR286W	-0.346311	9.44412e-05	5e-05	yes	834.912	656.736
YBR287W	-0.606935	9.44412e-05	5e-05	yes	258.541	169.755
YBR288C	-0.0945008	0.0447985	0.03245	yes	40.9841	38.3856
YBR289W	-0.175366	9.44412e-05	5e-05	yes	25.6802	22.7409
YBR290W	0.0872077	0.0563033	0.0413	no	138.956	147.614
YBR291C	-0.214611	9.44412e-05	5e-05	yes	46.9341	40.4468
YBR292C	0.417131	0.0279921	0.0196	yes	3.49002	4.66012
YBR293W	0.101394	0.0355428	0.0253	yes	32.5529	34.9231
YBR294W	-0.0993854	0.038612	0.02765	yes	17.5793	16.4091
YBR295W	-0.221462	9.44412e-05	5e-05	yes	17.7934	15.2614
YBR296C	-3.12164	9.44412e-05	5e-05	yes	78.6392	9.03509
YBR296C-A	1.29468	9.44412e-05	5e-05	yes	61.2237	150.195
YBR297W	0.0802394	0.0896739	0.06815	no	50.2567	53.1311
YBR298C	-0.0361607	0.445101	0.3925	no	97.9912	95.5656
YBR298C-A	0.464681	1	1	no	3.65806	5.04817
YBR299W	0.494591	9.44412e-05	5e-05	yes	11.4269	16.0997
YBR300C	0.557239	0.00447139	0.0028	yes	4.15571	6.11491
YBR301W	0.0881936	0.591763	0.5411	no	12.3976	13.1791
YBR302C	0.319301	9.44412e-05	5e-05	yes	75.083	93.683
YCL001W	0.220313	9.44412e-05	5e-05	yes	216.602	252.338
YCL001W-A	0.661475	0.000273377	0.00015	yes	2.63191	4.16288
YCL001W-B	0.561708	0.00018467	0.0001	yes	21.6401	31.9411
YCL002C	-0.0895891	0.072551	0.05405	no	59.671	56.0783
YCL004W	-0.0959304	0.0794141	0.0596	no	18.1163	16.9508
YCL005W	-0.184216	9.44412e-05	5e-05	yes	110.31	97.0867
YCL005W-A	0.0778565	0.102675	0.0788	no	2911.4	3072.84
YCL007C	0.38896	0.11922	0.0927	no	23.4269	30.6763
YCL008C	0.0306838	0.529568	0.4767	no	115.362	117.842
YCL009C	-0.000492501	0.993109	0.99235	no	708.926	708.684
YCL010C	-0.247636	9.44412e-05	5e-05	yes	113.645	95.7203
YCL011C	-0.0387493	0.423026	0.3709	no	302.393	294.379
YCL012C	-0.014648	0.829459	0.8008	no	80.0089	79.2007
YCL014W	0.242493	9.44412e-05	5e-05	yes	6.82334	8.07225
YCL016C	0.304791	9.44412e-05	5e-05	yes	29.1094	35.957
YCL017C	0.119712	0.00863702	0.0056	yes	91.7673	99.7069
YCL018W	0	1	1	no	0	0
YCL019W	-1.22444	9.44412e-05	5e-05	yes	21.3947	9.15614
YCL020W	inf	1	1	no	0	1.95902
YCL021W-A	-1.46682	9.44412e-05	5e-05	yes	42.8619	15.5065
YCL022C	1.028	9.44412e-05	5e-05	yes	9.81696	20.0188
YCL023C	0.139426	0.755531	0.7188	no	4.50296	4.95987
YCL024W	0.588665	9.44412e-05	5e-05	yes	6.61673	9.9506
YCL025C	-1.84647	9.44412e-05	5e-05	yes	153.276	42.622
YCL026C-A	0.230188	0.0447484	0.0324	yes	7.06077	8.2822
YCL026C-B	1.06142	9.44412e-05	5e-05	yes	39.7879	83.0367
YCL027W	1.05805	9.44412e-05	5e-05	yes	7.66506	15.9595
YCL028W	-0.139676	0.0023195	0.0014	yes	180.481	163.826
YCL029C	0.0195817	0.706532	0.66365	no	43.7517	44.3496
YCL030C	-1.86722	9.44412e-05	5e-05	yes	234.626	64.3115
YCL031C	-0.0985102	0.0304414	0.02145	yes	125.135	116.876
YCL032W	0.168527	9.44412e-05	5e-05	yes	84.5093	94.9809
YCL033C	0.129167	0.00620633	0.00395	yes	264.871	289.679
YCL034W	0.22264	9.44412e-05	5e-05	yes	195.489	228.109
YCL035C	0.0824358	0.0748653	0.0559	no	859.85	910.413
YCL036W	-1.84573	9.44412e-05	5e-05	yes	11.3782	3.16558
YCL037C	-1.42259	9.44412e-05	5e-05	yes	4.45911	1.66344
YCL038C	0.0109533	0.831705	0.80335	no	45.9066	46.2565
YCL039W	0.260432	9.44412e-05	5e-05	yes	51.7552	61.9943
YCL040W	0	1	1	no	0	0
YCL041C	0	1	1	no	0	0
YCL042W	0	1	1	no	0	0
YCL043C	0	1	1	no	0	0
YCL044C	0.443312	9.44412e-05	5e-05	yes	40.6645	55.2924
YCL045C	0.0940909	0.0432097	0.0312	yes	114.392	122.101
YCL046W	-1.14152	0.00665054	0.00425	yes	55.566	25.187
YCL047C	0.0205083	0.731778	0.69195	no	38.9905	39.5487
YCL048W	1.97856	9.44412e-05	5e-05	yes	1.72236	6.78782
YCL048W-A	1.71541	9.44412e-05	5e-05	yes	13.3429	43.8166
YCL049C	0.533839	9.44412e-05	5e-05	yes	126.77	183.535
YCL050C	-0.270023	9.44412e-05	5e-05	yes	357.054	296.107
YCL051W	0.230109	9.44412e-05	5e-05	yes	86.9045	101.932
YCL052C	0.0648282	0.1591	0.12675	no	84.3648	88.2423
YCL054W	-0.86639	9.44412e-05	5e-05	yes	44.9733	24.6686
YCL055W	0.546566	9.44412e-05	5e-05	yes	34.5599	50.4784
YCL056C	0.640924	9.44412e-05	5e-05	yes	84.4531	131.69
YCL057C-A	0.357121	9.44412e-05	5e-05	yes	1107.97	1419.17
YCL057W	0.391528	9.44412e-05	5e-05	yes	90.636	118.895
YCL058C	-0.14392	0.255876	0.21265	no	34.7508	31.4515
YCL058W-A	-1.54987	9.44412e-05	5e-05	yes	45.7709	15.6326
YCL059C	-0.206944	9.44412e-05	5e-05	yes	186.257	161.368
YCL061C	0.384739	9.44412e-05	5e-05	yes	11.2057	14.6304
YCL063W	0.678312	9.44412e-05	5e-05	yes	38.87	62.2023
YCL064C	-1.37367	9.44412e-05	5e-05	yes	559.413	215.882
YCL065W	0.433616	9.44412e-05	5e-05	yes	15.9765	21.5781
YCL066W	0.900497	1	1	no	0.134928	0.251872
YCL067C	0.315025	9.44412e-05	5e-05	yes	26.4152	32.8613
YCL068C	-0.389437	9.44412e-05	5e-05	yes	7.90777	6.03701
YCL069W	0.0657377	0.591828	0.54125	no	2.47814	2.59368
YCL073C	0.893459	9.44412e-05	5e-05	yes	1.4919	2.77138
YCL074W	1.31782	1	1	no	0.00418404	0.0104303
YCL075W	-0.863624	1	1	no	0.0182622	0.0100364
YCL076W	0	1	1	no	0	0
YCR001W	0.323045	0.0103535	0.0068	yes	17.287	21.6254
YCR002C	0.366279	9.44412e-05	5e-05	yes	135.291	174.393
YCR003W	0.0182969	0.737962	0.6987	no	86.2301	87.3306
YCR004C	0.330212	9.44412e-05	5e-05	yes	437.554	550.092
YCR005C	1.08517	9.44412e-05	5e-05	yes	111.96	237.538
YCR006C	0.780661	9.44412e-05	5e-05	yes	12.391	21.2867
YCR007C	0.199384	0.00135741	0.0008	yes	29.9621	34.4027
YCR008W	-0.103014	0.0218033	0.015	yes	78.279	72.8845
YCR009C	0.0140508	0.775319	0.7413	no	269.254	271.889
YCR010C	0.896095	9.44412e-05	5e-05	yes	14.6892	27.3368
YCR011C	-0.0198877	0.680253	0.63595	no	62.5562	61.6998
YCR012W	0	1	1	no	0	0
YCR013C	0	1	1	no	0	0
YCR014C	0.415421	9.44412e-05	5e-05	yes	12.4823	16.6475
YCR015C	0.104666	0.151203	0.11995	no	14.6411	15.7428
YCR016W	-0.535286	9.44412e-05	5e-05	yes	75.8286	52.3234
YCR017C	0.0516485	0.276983	0.2318	no	110.744	114.78
YCR018C	-1.60745	9.44412e-05	5e-05	yes	65.4043	21.4643
YCR018C-A	-0.211644	0.0768822	0.0575	no	45.5846	39.3647
YCR019W	0.405245	9.44412e-05	5e-05	yes	25.7616	34.1165
YCR020C	0.13456	0.195996	0.15905	no	9.3127	10.2231
YCR020C-A	0.173044	0.00184112	0.0011	yes	258.751	291.725
YCR020W-B	-0.144973	0.0994603	0.07615	no	136.097	123.086
YCR021C	-2.58322	9.44412e-05	5e-05	yes	167.947	28.025
YCR022C	0.368656	0.00731273	0.0047	yes	11.0383	14.2521
YCR023C	0.0878494	0.0591669	0.0435	no	35.2187	37.4298
YCR024C	0.553456	9.44412e-05	5e-05	yes	20.4828	30.0605
YCR024C-A	-1.03781	9.44412e-05	5e-05	yes	19668.6	9579.88
YCR024C-B	-0.882138	9.44412e-05	5e-05	yes	4355.97	2363.39
YCR025C	2.50064	9.44412e-05	5e-05	yes	10.8796	61.5716
YCR026C	0.44423	9.44412e-05	5e-05	yes	37.5149	51.0423
YCR027C	0.247704	9.44412e-05	5e-05	yes	48.552	57.6466
YCR028C	-0.135477	0.00348356	0.00215	yes	35.9687	32.7448
YCR028C-A	0.0122136	0.803336	0.77165	no	571.93	576.793
YCR030C	-0.0470591	0.31393	0.2656	no	52.5091	50.824
YCR031C	-0.296644	9.44412e-05	5e-05	yes	7673.61	6247.43
YCR032W	-0.109328	0.0187158	0.01275	yes	8.9479	8.29488
YCR033W	0.0539929	0.244442	0.2024	no	35.0809	36.4187
YCR034W	-0.449993	9.44412e-05	5e-05	yes	207.361	151.798
YCR035C	-0.154499	0.00078492	0.00045	yes	74.9824	67.3675
YCR036W	0.266198	9.44412e-05	5e-05	yes	90.1294	108.393
YCR037C	-0.152767	0.000702012	0.0004	yes	36.1619	32.5284
YCR038C	-0.176057	0.0138948	0.0093	yes	16.6503	14.7375
YCR038W-A	1.1102	1	1	no	2.81078	6.0678
YCR039C	0.310424	9.44412e-05	5e-05	yes	43.0061	53.3307
YCR040W	0.156539	1	1	no	0.147585	0.1645
YCR041W	0.544795	0.0140346	0.0094	yes	34.0917	49.7334
YCR042C	0.226338	9.44412e-05	5e-05	yes	25.4717	29.7984
YCR043C	-0.25767	9.44412e-05	5e-05	yes	233.505	195.312
YCR044C	0.250482	9.44412e-05	5e-05	yes	95.6732	113.813
YCR045C	-0.306821	9.44412e-05	5e-05	yes	33.4909	27.0748
YCR045W-A	-0.463552	0.0896739	0.06815	no	18.3828	13.3312
YCR046C	-0.222741	9.44412e-05	5e-05	yes	270.686	231.961
YCR047C	-0.243308	9.44412e-05	5e-05	yes	94.0757	79.4757
YCR047W-A	-0.0147554	0.969559	0.96615	no	38.6309	38.2378
YCR048W	-0.0563756	0.295503	0.2487	no	91.2208	87.725
YCR049C	-0.857124	0.00364108	0.00225	yes	33.8946	18.7116
YCR050C	0.587192	9.44412e-05	5e-05	yes	210.094	315.628
YCR051W	-0.256459	9.44412e-05	5e-05	yes	513.146	429.576
YCR052W	-0.259664	9.44412e-05	5e-05	yes	117.511	98.1549
YCR053W	-0.272768	9.44412e-05	5e-05	yes	311.719	258.019
YCR054C	-0.262075	0.00018467	0.0001	yes	8.28593	6.90954
YCR057C	-1.33606	9.44412e-05	5e-05	yes	40.2308	15.9355
YCR059C	0.0161357	0.746315	0.70775	no	194.529	196.717
YCR060W	0.261658	9.44412e-05	5e-05	yes	247.724	296.985
YCR061W	0.0765282	0.108369	0.08365	no	34.6685	36.5572
YCR063W	-0.205762	0.0542464	0.0397	no	18.2313	15.808
YCR064C	-0.431438	0.132995	0.10455	no	5.03412	3.73291
YCR065W	0.420634	9.44412e-05	5e-05	yes	22.5225	30.1468
YCR066W	0.137968	0.0125442	0.00835	yes	16.7889	18.4737
YCR067C	-0.126229	0.0040188	0.0025	yes	42.2873	38.7446
YCR068W	-0.311161	9.44412e-05	5e-05	yes	31.6642	25.5211
YCR069W	0.293795	9.44412e-05	5e-05	yes	210.991	258.646
YCR071C	-0.126871	0.0126135	0.0084	yes	132.512	121.356
YCR072C	-1.58989	9.44412e-05	5e-05	yes	19.6163	6.51647
YCR073C	-0.0295065	0.543718	0.4911	no	25.4982	24.982
YCR073W-A	0.128174	0.00386755	0.0024	yes	158.959	173.728
YCR075C	0.381132	9.44412e-05	5e-05	yes	60.6453	78.9822
YCR075W-A	0.311357	9.44412e-05	5e-05	yes	632.148	784.416
YCR076C	0.351848	9.44412e-05	5e-05	yes	80.978	103.344
YCR077C	-0.362826	9.44412e-05	5e-05	yes	109.28	84.9805
YCR079W	0.483213	9.44412e-05	5e-05	yes	63.2914	88.4721
YCR081C-A	0.16822	0.310298	0.2621	no	70.7588	79.5096
YCR081W	-0.410445	9.44412e-05	5e-05	yes	6.06397	4.56248
YCR082W	0.171607	9.44412e-05	5e-05	yes	322.368	363.087
YCR083W	0.0477205	0.354144	0.3039	no	196.043	202.636
YCR084C	-0.549994	9.44412e-05	5e-05	yes	142.224	97.1421
YCR085W	-0.140288	0.405299	0.35325	no	7.35217	6.6709
YCR086W	0.270231	9.44412e-05	5e-05	yes	32.1049	38.7186
YCR087C-A	-0.846996	9.44412e-05	5e-05	yes	199.651	110.994
YCR087W	-0.530595	9.44412e-05	5e-05	yes	185.344	128.308
YCR088W	0.20462	9.44412e-05	5e-05	yes	152.227	175.424
